time,l18,l30,isin,id,cs,cs_id,z,bvol,mv,eps,pe,tmin,tmax,pmin,pmax,py,pf,pl,plc,plp,pc,pcc,pcp,tno,tvol,tval,Buy_CountI,Buy_CountN,Sell_CountI,Sell_CountN,Buy_I_Volume,Buy_N_Volume,Sell_I_Volume,Sell_N_Volume,zd1,qd1,pd1,po1,qo1,zo1,zd2,qd2,pd2,po2,qo2,zo2,zd3,qd3,pd3,po3,qo3,zo3,zd4,qd4,pd4,po4,qo4,zo4,zd5,qd5,pd5,po5,qo5,zo5
12:30:00,وبملت,بانک ملت,IRO1BMLT0001,778253364357513,بانک‌ها و موسسات اعتباری,57,3382000000000,1,3963704000000000,559.0,2.1,1121,1189,1133,1189,1155,1154,1189,34,2.94,1172,17,1.47,78855,11152095808,13073969844267,10287,89,7585,73,7824561486,3327534322,8087602690,3064493118,616,150016536,1189,1192,310000,2,71,9648597,1188,1199,100000,1,44,10824946,1187,1200,2091128,7,43,10506502,1186,1203,86980,1,66,13245631,1185,1206,4216620,44
13:31:26,عیار,صندوق طلای عیار مفید,IRTKMOFD0001,34144395039913458,صندوق سرمایه‌گذاری قابل معامله,68,4665000000,1,2328842640000000,,,460244,562520,497006,501098,511382,500280,498989,-12393,-2.42,499216,-12166,-2.38,42149,36726167,18334301909255,19171,38,6587,32,34636832,1927080,33423813,3140099,2,66,498990,499000,3200,3,4,9013,498989,499098,11,1,1,3,498952,499100,11,1,1,100,498951,499110,673,2,5,12939,498950,499148,50,1
12:30:00,خودرو,ایران‌ خودرو,IRO1IKCO0001,65883838195688438,خودرو و ساخت قطعات,34,2563746068000,1,1284436780068000,-84.0,-6.0,492,522,492,520,507,499,506,-1,-0.2,501,-6,-1.18,41256,6027010968,3019687191697,5498,28,3394,32,4968672511,1058338457,3943911957,2083099011,28,3515480,504,506,2951649,16,40,7436206,503,507,22191501,70,56,13560130,502,508,31602424,85,46,10300003,501,509,26266035,76,83,17676856,500,510,22467652,76
12:30:00,ثپهران,توسعه ساختمان سپهر تهران,IRO1SPHR0001,4545713647225984,انبوه‌سازی، املاک و مستغلات,70,15000000000,1,57810000000000,659.0,5.8,3810,4044,3810,3970,3927,3810,3900,-27,-0.69,3854,-73,-1.86,32693,80304110,309476963247,1065,3,30547,13,52341949,27962161,80292853,11257,2,266522,3900,3900,6928,8,3,17406,3898,3901,178284,13,2,15114,3897,3902,107724,21,1,8000,3895,3903,10808,13,2,4322,3893,3904,12339,15
12:29:46,فملی,ملی‌ صنایع‌ مس‌ ایران,IRO1MSMI0001,35425587644337450,فلزات اساسی,27,1050000000000,1,19792500000000000,1023.0,18.4,17940,19040,18110,19040,18490,18950,19040,550,2.97,18850,360,1.95,31315,545824454,10291175511800,9857,62,6430,53,371273219,174551235,393793158,152031296,4304,146523399,19040,19040,67,1,74,869524,19030,0,0,0,36,210979,19020,0,0,0,18,161801,19010,0,0,0,76,472670,19000,0,0,0
12:30:00,شپدیس,پتروشیمی پردیس,IRO1PRDZ0001,20562694899904339,محصولات شیمیایی,44,233572772000,1,3020095941960000,2047.0,6.3,12840,13620,12840,13380,13230,13060,13120,-110,-0.83,12930,-300,-2.27,26974,651474311,8424125631440,5981,25,3326,58,344913349,306560962,414115701,237358610,1,19846,13120,13120,28857,3,1,10000,13110,13130,178347,6,7,304859,13100,13140,500000,5,11,276235,13090,13150,220277,5,12,218135,13080,13160,343987,7
12:29:59,فزر,پویا زرکان آق دره,IRO3PZAZ0001,8175784894140974,استخراج کانه‌های فلزی,13,5400000000,1,670410000000000,9302.0,13.3,121500,129000,121500,129000,125250,129000,123300,-1950,-1.56,124150,-1100,-0.88,21415,55874829,6937789158950,6718,47,5103,32,45513743,10361086,47777049,8097780,5,49170,123200,123450,1602,4,2,235,123100,123500,15100,3,4,984,123050,123550,100,1,10,30041,123000,123600,18010,6,5,1264,122950,123700,400,1
12:30:00,شستا,سرمایه گذاری تامین اجتماعی,IRO1TAMN0001,2400322364771558,شرکت‌های چند رشته‌ای صنعتی,39,1636013456000,1,2795946996304000,189.0,9.0,1693,1797,1693,1769,1745,1694,1728,-17,-0.97,1709,-36,-2.06,21175,2372842947,4054030006861,4248,34,3096,37,1475696488,897146459,1222848644,1149994303,2,153000,1727,1728,42399,1,8,1312405,1726,1730,2400000,6,5,527689,1725,1731,16051,1,1,10000,1722,1733,417281,3,8,149134,1721,1734,1315812,6
12:30:00,اهرم,صندوق س سهامی کاریزما- اهرمی,IRT1AHRM0001,17914401175772326,صندوق سرمایه‌گذاری قابل معامله,68,5500000000,1,199105500000000,,,34095,36935,34640,36935,35515,35700,36935,1420,4.0,36201,686,1.93,18750,286367627,10366928843674,3986,30,3878,28,273737417,12630210,267719575,18648052,582,18861441,36935,37500,12771,1,3,150500,36934,37510,3780,3,4,55185,36930,39060,7152,1,1,100000,36929,39500,500,1,1,2000,36922,40630,8467,2
12:29:51,شبندر,پالایش نفت بندرعباس,IRO1PNBA0001,35366681030756042,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,409742862100,1,3769634331320000,1572.0,5.9,8680,9200,9040,9200,8940,9200,9200,260,2.91,9200,260,2.91,18625,1074217336,9877927205670,3962,70,3240,43,618825749,455391587,612314663,461902673,2323,307908588,9200,9290,30000,3,18,177802,9190,9310,1000,1,8,90791,9180,9320,2000,1,14,1247715,9170,9330,8500,2,20,1526683,9160,9340,11600,5
12:30:00,خساپا,سایپا,IRO1SIPA0001,44891482026867833,خودرو و ساخت قطعات,34,1621144826000,1,831647295738000,-83.0,-6.2,507,537,507,529,522,511,512,-10,-1.92,513,-9,-1.72,18267,2615656953,1342494785578,3089,13,1896,15,2436057829,179599124,1523132611,1092524342,12,3561827,511,513,30000,1,7,935022,510,514,1060000,4,13,3130000,509,515,1210000,4,55,12791830,508,516,1756299,9,1237,429935761,507,517,3023296,11
12:30:00,شتران,پالایش نفت تهران,IRO1PTEH0001,51617145873056483,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,652500000000,1,2805750000000000,842.0,5.1,4176,4434,4176,4419,4305,4228,4355,50,1.16,4300,-5,-0.12,17291,1170995588,5035696321566,4167,36,3566,38,732683043,438312545,842855693,328139895,3,126575,4352,4352,400000,1,5,498087,4350,4359,171189,6,3,668986,4349,4360,455000,3,7,279997,4348,4361,150000,3,4,545795,4346,4362,600000,5
13:31:26,سیمین,صندوق س.نقره سیمین هوبر,IRTKSIMI0001,33761569293467411,صندوق سرمایه‌گذاری قابل معامله,68,5000000000,1,62415000000000,,,11784,14402,12403,12675,13093,12600,12434,-659,-5.03,12483,-610,-4.66,17285,203961091,2545947733227,4467,17,997,3,186817294,16223745,102377773,100663266,1,60000,12407,12433,42316,1,1,100,12406,12434,83900,2,2,9554,12405,12436,70369,1,10,210596,12404,12445,100000,1,19,427213,12403,12446,80159,1
13:31:26,دفینه,صندوق س.کالای سینا,IRTKDAFI0001,13117618204212939,صندوق سرمایه‌گذاری قابل معامله,68,1000000000,1,10000000000000,,,10000,10000,10000,10000,10000,10000,10000,0,0.0,10000,0,0.0,16196,424362792,4243627920000,10869,29,0,1,112082823,311900120,0,423982943,0,0,0,10000,565537155,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:29:55,وتجارت,بانک تجارت,IRO1BTEJ0001,63917421733088077,بانک‌ها و موسسات اعتباری,57,1590603130011,1,811207596305610,113.0,4.5,482,510,503,510,496,509,510,14,2.82,510,14,2.82,15880,3010360110,1534843939502,692,9,908,12,2173632865,836727245,1054406458,1955953652,7638,2887145235,510,750,2260301,7,20,4518817,509,0,0,0,8,708582,508,0,0,0,4,1118011,505,0,0,0,5,890872,504,0,0,0
12:29:59,ذوب,ذوب آهن اصفهان,IRO1ZOBI0001,71483646978964608,فلزات اساسی,27,667084565831,1,264165488069076,26.0,15.2,392,416,392,409,404,392,400,-4,-0.99,396,-8,-1.98,12951,1903015063,753762248619,2514,9,1879,6,1740226151,162788912,1783815063,119200000,4,1003419,399,400,8151624,24,12,2553324,398,401,9145528,31,30,5608178,397,402,4816346,16,24,3932079,396,403,6240425,21,37,4052769,395,404,7082235,29
13:31:25,سیلور,صندوق س.بازده نقره نوا,IRTKSILV0001,18156575395080321,صندوق سرمایه‌گذاری قابل معامله,68,4000000000,1,49892000000000,,,11765,14379,12400,12699,13072,12699,12457,-615,-4.7,12473,-599,-4.58,10334,152354737,1900385825837,3774,5,1039,2,138497971,13734444,88512157,63720258,10,56429,12431,12457,118465,2,7,62357,12430,12458,100000,1,4,18822,12421,12461,120000,2,8,15046,12420,12464,141393,2,9,700400,12419,12465,100000,1
13:31:25,نقرابی,صندوق س.کالای کهکشان فیروزه1,IRTKNOGH0001,8620139816622134,صندوق سرمایه‌گذاری قابل معامله,68,5000000000,1,64425000000000,,,12063,14743,12843,13000,13403,13000,12849,-554,-4.13,12885,-518,-3.86,10002,117312160,1511584600991,4104,12,1068,4,105963196,10817124,110201806,6578514,7,71733,12849,12880,49289,2,5,143723,12845,12882,5100,2,6,32937,12844,12885,302844,6,16,266241,12843,12886,100000,1,20,25060,12842,12890,424204,6
13:31:26,طلا,صندوق س. کالای پارسیان,IRTKLOTF0001,46700660505281786,صندوق سرمایه‌گذاری قابل معامله,68,820000000,1,1052031300000000,,,1183912,1447002,1276500,1294000,1315457,1294000,1280540,-34917,-2.65,1282965,-32492,-2.47,9479,3312390,4249680226566,3767,32,1463,32,2987313,310075,2572634,724754,2,7,1280500,1280540,8525,3,1,1,1280499,1280549,5,1,4,2027,1280498,1280550,76012,4,4,10040,1280497,1280980,13,1,1,2000,1280490,1280990,16923,4
13:31:25,افران,صندوق س افرا نماد پایدار-ثابت,IRT1AFRN0001,3846143218462419,صندوق سرمایه‌گذاری قابل معامله,68,8540000000,1,417845120000000,,,47396,50326,48928,48930,48861,48928,48929,68,0.14,48928,67,0.14,9278,180350935,8824281587823,2534,13,4345,23,100289813,79256199,129130097,50415915,117,301874115,48928,48929,13912027,2,21,1151376,48927,48930,1135952,26,3,1010500,48926,48931,1000000,1,2,1000613,48925,48932,1132306,6,4,1017909,48924,48933,1046855,10
12:29:58,چاپ,ص.چاپ وبسته بندی آسان قزوین,IRO1CHAP0001,18320128145045368,محصولات کاغذی,21,5600000000,1,57064000000000,946.0,10.8,10040,10660,10040,10360,10350,10200,10160,-190,-1.84,10190,-160,-1.55,9076,13010218,132634771280,249,14,8453,4,4780268,8229950,12634424,375794,2,19364,10160,10160,325,1,2,1200,10150,10190,325,1,3,11348,10110,10200,1300,4,3,5842,10100,10210,50000,1,3,51000,10080,10240,50185,2
13:31:20,آوند,صندوق س. آوند مفید-د,IRT3AVNF0001,31039212000825988,صندوق سرمایه‌گذاری قابل معامله,68,17125000000,1,472341750000000,,,26714,28366,27582,27583,27540,27582,27583,43,0.16,27582,42,0.15,8754,923428565,25470384732243,2705,10,2751,17,160392169,762565108,163815632,759141645,5,200193220,27582,27583,50000008,1,13,10133511,27581,27584,1315338,16,16,10259519,27580,27585,1113804,13,1,10000000,27579,27586,1001000,2,8,10006050,27578,27587,1005868,6
13:31:24,مثقال,صندوق س.کالای آگاه,IRTKZARA0001,32469128621155736,صندوق سرمایه‌گذاری قابل معامله,68,3000000000,1,434577000000000,,,134046,163834,144470,145900,148940,145800,144734,-4206,-2.82,144859,-4081,-2.74,8550,16277901,2358005911110,2979,27,938,23,14528528,1704688,9583652,6649564,14,66343,144733,144734,7009,2,9,4652,144732,144736,97193,2,4,101,144731,144737,342,1,20,19875,144730,144740,61780,2,4,468,144721,144742,41963,4
12:29:59,کچاد,معدنی‌وصنعتی‌چادرملو,IRO1CHML0001,18027801615184692,استخراج کانه‌های فلزی,13,571500000000,1,1396174500000000,348.0,7.0,2435,2585,2435,2507,2510,2435,2442,-68,-2.71,2443,-67,-2.67,8361,658159269,1607984087658,2104,13,2002,16,295773812,362385457,442107913,216051356,1,3508,2442,2444,255230,1,7,181515,2440,2446,50000,1,1,300000,2439,2451,2400,1,2,30000,2438,2452,10404,2,1,50000,2437,2453,5000,1
12:29:53,شیفته,کشت و صنعت شیفته آرای شرق,IRO3SFHZ0001,20292922178776915,محصولات غذایی و آشامیدنی به جز قند و شکر,42,1200000000,1,21552000000000,2072.0,8.7,16920,17960,17960,17960,17440,17960,17960,520,2.98,17960,520,2.98,7922,12586042,226045314320,465,3,7025,3,12496042,90000,585888,12000154,3858,46764378,17960,0,0,0,15,48658,17950,0,0,0,4,8258,17940,0,0,0,3,1779,17930,0,0,0,5,28600,17920,0,0,0
12:30:00,وبصادر,بانک صادرات ایران,IRO1BSDR0001,28320293733348826,بانک‌ها و موسسات اعتباری,57,782353972000,1,464718259368000,66.0,9.0,574,608,575,607,591,576,600,9,1.52,594,3,0.51,7664,1009416147,599270133541,1536,10,1139,12,959846349,49569798,752465232,256950915,28,6786183,599,599,4200000,11,20,3172378,598,601,1648512,6,7,1275992,597,602,20218383,53,7,1233449,596,603,7264059,21,10,634740,595,604,9523830,28
13:31:17,لبخند,صندوق س. لبخند فارابی-د,IRT3LABF0001,31569200988534548,صندوق سرمایه‌گذاری قابل معامله,68,9400000000,1,263134200000000,,,27120,28796,27993,27994,27958,27993,27993,35,0.13,27993,35,0.13,7617,309557441,8665573562697,2417,14,3145,20,163327873,143224246,175860677,130691442,107,352443045,27993,27994,38842561,56,12,2511741,27992,27995,1054831,9,2,2000105,27991,27996,1000000,1,7,2016790,27990,27997,1000000,1,9,2237697,27989,27998,1036517,4
13:31:24,کهربا,صندوق س. کالای کهربا,IRTKROBA0001,25559236668122210,صندوق سرمایه‌گذاری قابل معامله,68,3500000000,1,604933000000000,,,159824,195340,172360,174000,177582,173505,172722,-4860,-2.74,172838,-4744,-2.67,7179,15916745,2751021809568,3248,26,990,26,12271015,3224950,11631534,3864431,2,535,172720,172721,99990,1,3,3299,172700,172722,4180,2,4,2826,172696,172740,900,1,12,15747,172690,172744,12402,3,5,8899,172685,172745,26150,7
12:29:58,موج,ص.س.اهرمی موج فیروزه-س,IRT3MOJF0001,67141987086032267,صندوق سرمایه‌گذاری قابل معامله,68,2500000000,1,104535000000000,,,39396,42678,40320,42678,41037,41900,42678,1641,4.0,41814,777,1.89,7134,114689615,4795621621257,1779,8,1580,9,113134310,1555305,109957113,4732502,502,15818174,42678,46234,100,1,5,77553,42677,46316,100,1,1,1400,42668,46700,100,1,1,2152,42665,47000,15000,1,2,6372,42609,47026,1500,1
12:29:59,ومعادن,توسعه‌معادن‌وفلزات,IRO1MADN0001,58931793851445922,استخراج کانه‌های فلزی,13,570000000000,1,1182750000000000,330.0,6.3,2006,2130,2006,2130,2068,2013,2101,33,1.6,2075,7,0.34,7092,800697781,1661477013289,1156,22,907,20,375892398,424805383,351266978,449430803,1,3000,2102,2109,350000,1,2,179345,2099,2120,100000,3,1,250000,2098,2129,5000,1,1,200000,2097,2130,38073536,123,3,205000,2096,2131,3000,1
13:31:24,نقران,صندوق س.کالای کهربا1,IRTKNGHR0001,41483334879559487,صندوق سرمایه‌گذاری قابل معامله,68,5000000000,1,61850000000000,,,11617,14197,12300,12480,12907,12480,12329,-578,-4.48,12370,-537,-4.16,6566,67756851,838150491258,2618,8,915,2,62060209,4711520,66465394,306335,2,5100,12322,12329,88845,4,4,93798,12321,12330,82757,2,16,183803,12320,12331,153930,2,10,32445,12319,12334,44291,1,13,208300,12318,12335,100000,1
12:29:56,کپرسپولیس,مجتمع کاشی و سنگ پرسپولیس یزد,IRO3PRPT0001,36236701370110884,کاشی و سرامیک,49,6700000000,1,42411000000000,723.0,8.8,6310,6690,6310,6450,6500,6310,6340,-160,-2.46,6330,-170,-2.62,6430,31098378,196944192230,745,3,4643,4,17687188,13411190,29784572,1313806,2,20560,6340,6370,50406,26,15,447181,6330,6380,4619,12,6,32909,6320,6390,162225,15,58,398351,6310,6400,211804,50,1,807,6200,6410,86245,29
12:29:59,فهامون,آلیاژ گستر هامون,IRO3AYHZ0001,37297472492769191,فلزات اساسی,27,3350000000,1,15138650000000,508.0,8.9,4304,4570,4320,4570,4437,4320,4570,133,3.0,4519,82,1.85,6330,14849273,67110701233,324,3,5757,6,14182514,666759,12845342,2003931,6,99813,4570,4600,405,2,1,2000,4564,4660,147627,3,1,9800,4536,4662,203,1,1,33213,4535,4666,203,1,4,78657,4529,4670,33360,55
12:30:00,کگل,معدنی و صنعتی گل گهر,IRO1GOLG0001,35700344742885862,استخراج کانه‌های فلزی,13,655000000000,1,1357160000000000,234.0,8.9,2064,2190,2064,2118,2127,2064,2064,-63,-2.96,2072,-55,-2.59,6326,542291803,1123461531915,1498,12,1103,18,287130571,255161232,346280050,196011753,21,437142,2064,2066,2106022,6,1,10,1000,2070,255514,3,0,0,0,2075,500000,2,0,0,0,2083,10000,1,0,0,0,2085,323458,2
12:29:57,خزامیا,زامیاد,IRO1ZMYD0001,2589887561569709,خودرو و ساخت قطعات,34,91851439850,1,101679543913950,279.0,4.0,1095,1161,1095,1140,1128,1095,1115,-13,-1.15,1107,-21,-1.86,6297,635642753,703827464046,1596,4,1061,9,602514725,33128028,570387298,65255455,1,129636,1115,1117,1208116,4,4,189304,1114,1118,400000,1,2,15000,1113,1120,410000,2,1,200000,1112,1121,800000,2,1,25000,1111,1122,145000,2
13:31:17,کیان,صندوق س. با درآمد ثابت کیان,IRT1FKNF0001,53251602435454519,صندوق سرمایه‌گذاری قابل معامله,68,4000000000,1,405748000000000,,,98275,104353,101437,101438,101314,101438,101438,124,0.12,101437,123,0.12,6222,75868495,7695893101715,1852,17,2957,33,31051550,44709321,46550398,29210473,19,140511010,101437,101438,45278657,11,7,1120726,101436,101439,501009,3,11,1030789,101435,101440,505000,2,1,1000000,101434,101441,501000,2,2,1037849,101433,101442,509893,4
12:29:35,شپنا,پالایش نفت اصفهان,IRO1PNES0001,7745894403636165,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,627234213000,1,4315371385440000,1152.0,6.0,6480,6880,6880,6880,6680,6880,6880,200,2.99,6880,200,2.99,6135,513075075,3529956516000,1126,94,831,6,396177075,116898000,35999122,477075953,5602,818207086,6880,10300,3429,1,6,129000,6870,0,0,0,1,2265,6860,0,0,0,2,120000,6850,0,0,0,2,33000,6840,0,0,0
13:31:04,یاقوت,صندوق س یاقوت آگاه-ثابت,IRT1YGHT0001,1438514795814416,صندوق سرمایه‌گذاری قابل معامله,68,13000000000,1,555282000000000,,,41383,43941,42713,42715,42662,42714,42714,52,0.12,42714,52,0.12,5687,121599913,5193961566794,1771,21,2661,20,62593932,58981188,87783010,33792110,319,301174320,42713,42714,437447,3,18,10087282,42712,42715,25474141,28,11,10004745,42711,42716,1023115,3,13,10009384,42710,42717,1001000,2,12,10000067,42709,42718,1002845,3
12:29:57,نیروترانسفو,کارخانجات تولیدی نیروترانسفو,IRO3TNZF0001,68347423518804677,ماشین‌آلات و دستگاه‌های برقی,31,3000000000,1,35340000000000,1993.0,5.9,11100,11780,11780,11780,11440,11780,11780,340,2.97,11780,340,2.97,5600,5001426,58916798280,16,1,5508,3,4701426,300000,2112340,2889086,598,36257220,11780,11780,809,1,4,3791,11750,0,0,0,2,2884,11710,0,0,0,2,10960,11700,0,0,0,1,451,11460,0,0,0
12:29:53,آگاس,صندوق س.هستی بخش آگاه-س,IRT3SAGF0001,33887145736684266,صندوق سرمایه‌گذاری قابل معامله,68,800000000,1,243916000000000,,,291247,309261,294785,309261,300254,299900,309261,9007,3.0,304895,4641,1.55,5529,7788427,2374650058403,2450,4,933,4,7620111,168316,4327821,3460606,1740,4707253,309261,311000,32,1,42,105124,309260,312070,439,5,4,5988,309259,0,0,0,5,8094,309258,0,0,0,8,6281,309257,0,0,0
12:29:28,تاصیکو,سرمایه گذاری صدرتامین,IRO1SADR0001,23293437377896568,استخراج کانه‌های فلزی,13,95500000000,1,1168920000000000,783.0,15.6,11670,12390,11730,12390,12030,12170,12390,360,2.99,12240,210,1.75,5469,148200614,1814219193600,942,35,765,18,70403961,77796653,70450013,77750601,31,760130,12390,12510,16308,4,3,5500,12380,0,0,0,3,5101,12370,0,0,0,6,20083,12360,0,0,0,3,2000,12350,0,0,0
12:30:00,کرمان,س. توسعه و عمران استان کرمان,IRO3KRMZ0001,50792786683910016,انبوه‌سازی، املاک و مستغلات,70,42620178000,1,46839575622000,0.0,0.0,1098,1164,1098,1118,1131,1098,1098,-33,-2.92,1099,-32,-2.83,5454,1052574279,1156524613463,1477,2,593,3,1041974279,10600000,961580158,90994121,1,4974,1098,1098,1137217,6,1,20012,1026,1099,82000,1,0,0,0,1100,100000,1,0,0,0,1102,289789,3,0,0,0,1103,957333,2
13:31:22,پاسارگاد,صندوق س.درآمد ثابت پاسارگاد-د,IRT3PSGF0001,61920683599787147,صندوق سرمایه‌گذاری قابل معامله,68,25000000000,1,393000000000000,,,15229,16169,15719,15724,15699,15719,15719,20,0.13,15720,21,0.13,5354,1091080498,17151701818871,1389,23,1921,36,209480712,881594379,315189990,775885101,16,2001854921,15719,15720,30861497,7,9,5548968,15718,15721,70000,1,3,5000650,15717,15725,11160,3,1,5000000,15716,15726,1000,1,3,5115016,15715,15727,1000,1
12:30:00,وصندوق,سرمایه‌گذاری‌صندوق‌بازنشستگی,IRO1SAND0001,37204371816016200,شرکت‌های چند رشته‌ای صنعتی,39,40770000000,1,594426600000000,2979.0,4.9,14570,15470,14570,14840,15020,14570,14590,-430,-2.86,14580,-440,-2.93,5232,106288075,1549491210080,1549,11,656,12,70355694,35932381,65488290,40799785,3,50361,14570,14670,500,1,0,0,0,14680,85817,4,0,0,0,14710,15073,1,0,0,0,14720,2500,1,0,0,0,14760,20350,3
12:29:58,وساپا,سرمایه‌گذاری‌ سایپا,IRO1SSAP0001,37614886280396031,سرمایه‌گذاری‌ها,56,26000000000,1,150540000000000,2981.0,1.9,5760,6100,5760,5930,5930,5780,5810,-120,-2.02,5790,-140,-2.36,5198,198199830,1147885539960,1370,5,971,4,194684145,3515685,193349830,4850000,3,216826,5790,5830,201792,3,4,500000,5770,5840,644238,6,32,2391882,5760,5850,392260,3,1,2552,5640,5860,554159,3,1,2000,5490,5870,446737,5
12:29:58,ثشرق,سرمایه گذاری مسکن شمال شرق,IRO1PMSZ0001,6043384171800349,انبوه‌سازی، املاک و مستغلات,70,1100000000,1,23540000000000,953.0,22.5,21350,22670,21350,21970,22010,21350,21780,-230,-1.04,21400,-610,-2.77,5134,17628531,377175578910,663,1,345,1,17578299,50232,17528531,100000,5,495624,21780,21830,2500,1,1,234,21510,21840,5000,1,1,11585,21480,21860,3200,1,1,1229,21400,21880,31589,2,1,2000,21370,21890,5000,1
12:30:00,ورنا,سرمایه‌گذاری‌ رنا(هلدینگ,IRO1RENA0001,7385624172574740,خودرو و ساخت قطعات,34,25000000000,1,126500000000000,233.0,21.7,5050,5350,5050,5130,5200,5050,5050,-150,-2.88,5060,-140,-2.69,5029,228565075,1155642734840,1300,3,869,5,200226075,28339000,209034019,19531056,0,0,0,5050,5431952,44,0,0,0,5060,60578,5,0,0,0,5070,22000,4,0,0,0,5080,74484,3,0,0,0,5090,100000,1
12:29:51,توان,صندوق س. اهرمی توان مفید-س,IRT3TVAF0001,41927452991671109,صندوق سرمایه‌گذاری قابل معامله,68,2500000000,1,95850000000000,,,35953,38949,37001,38949,37451,37500,38949,1498,4.0,38340,889,2.37,4959,48806305,1871222805258,1598,4,1338,5,41980810,6825495,42733867,6072438,465,7177140,38949,39660,390,3,8,17475,38948,39708,5000,1,3,11766,38946,41311,7821,5,2,99400,38942,41426,653,1,7,42799,38940,42996,450,1
13:00:00,وبملت3,بانک ملت,IRO1BMLT0003,64007203906495070,بانک‌ها و موسسات اعتباری,57,3382000000000,1,3963704000000000,559.0,2.1,1172,1172,1172,1172,1155,1172,1172,17,1.47,1172,17,1.47,4898,974741089,1142396556308,136,9,11,2,827341089,147400000,6341089,968400000,5178,1293143162,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:29:57,درپاد,گروه صنعتی درپاد تبریز,IRO3SDPT0001,9917562130961534,فلزات اساسی,27,1500000000,1,14640000000000,663.0,14.7,9270,9830,9270,9830,9550,9300,9830,280,2.93,9760,210,2.2,4863,8034385,78376192780,267,1,4173,2,8004293,30092,7180313,854072,39,2360686,9830,9960,96,1,3,19514,9820,9980,96,1,2,1036,9800,9990,501,1,1,9326,9790,10090,192,2,2,11000,9730,10100,288,3
12:29:39,دارا یکم,صندوق واسطه گری مالی یکم-سهام,IRT1DARA0001,62235397452612911,صندوق سرمایه‌گذاری قابل معامله,68,588283082,1,235323233612394,,,378053,401437,393700,401437,389745,401347,401437,11692,3.0,400017,10272,2.64,4636,8994874,3598104577496,1303,17,1940,11,7156541,1838333,7896727,1098147,727,4760465,401437,401600,15,1,5,3559,401436,401750,15,1,4,713,401430,402100,15,1,3,227,401407,406100,15,1,1,5,401405,407080,265,6
13:31:16,کارا,صندوق س. کارا -د,IRT3KARF0001,71843282162462661,صندوق سرمایه‌گذاری قابل معامله,68,15500000000,1,521218500000000,,,32577,34591,33624,33628,33584,33627,33628,44,0.13,33627,43,0.13,4605,232512035,7818624853990,1338,19,2128,28,82405647,145892141,113673918,114623870,2,196646447,33627,33628,48876929,1,1,1000000,33626,33629,5083157,3,1,1000000,33625,33630,5001430,3,2,1029000,33624,33631,5000000,1,8,1155599,33623,33632,5006376,3
13:31:25,گنج,صندوق س. سیمای کاردان,IRTKGANJ0001,58514988269776425,صندوق سرمایه‌گذاری قابل معامله,68,2600000000,1,400831600000000,,,142433,174083,153573,156471,158258,156471,153700,-4558,-2.88,154166,-4092,-2.59,4574,9794981,1510050085460,1913,8,688,21,8869511,859674,6102219,3626966,6,10257,153681,153700,60954,2,1,1000,153651,153750,100000,1,4,1060,153650,153761,33091,3,5,4723,153608,153770,98,1,3,2604,153607,153780,934,1
12:29:57,کولان,کولان سل,IRO3KOLZ0001,64380036977879368,محصولات کاغذی,21,1020000000,1,25296000000000,2363.0,10.5,23400,24800,24800,24800,24100,24800,24800,700,2.9,24800,700,2.9,4516,5370195,133180836000,323,1,4117,6,5350195,20000,269896,5100299,7413,64680137,24800,0,0,0,15,10627,24750,0,0,0,15,18189,24700,0,0,0,5,13693,24650,0,0,0,15,14448,24600,0,0,0
12:29:59,وسپه,سرمایه‌گذاری‌ سپه,IRO1SPAH0001,2328862017676109,سرمایه‌گذاری‌ها,56,51700000000,1,264704000000000,1210.0,4.2,5110,5410,5110,5240,5260,5110,5120,-140,-2.66,5120,-140,-2.66,4416,226287661,1157914371980,1036,11,950,15,124455541,101832120,150207655,76080006,10,538026,5120,5170,225000,3,266,42219356,5110,5180,418817,6,0,0,0,5190,242000,5,0,0,0,5200,209541,3,0,0,0,5210,50930,2
12:30:00,فجر,فولاد امیرکبیرکاشان,IRO1FAJR0001,41302553376174581,فلزات اساسی,27,20000000000,1,57940000000000,679.0,4.3,2886,3064,2886,2975,2975,2886,2900,-75,-2.52,2897,-78,-2.62,4313,380260477,1101675359174,761,17,1111,14,303580980,76679497,293334762,86925715,1,100000,2896,2901,20000,1,1,10514,2895,2917,17592,1,1,50000,2893,2919,1553,1,14,4151733,2891,2920,21600,2,4,160000,2890,2921,40000,2
12:29:58,اخابر,مخابرات ایران,IRO1MKBT0001,22811176775480091,مخابرات,64,960511331644,1,513873562429540,50.0,10.7,528,560,528,549,544,543,539,-5,-0.92,535,-9,-1.65,4284,577918254,309035608100,832,2,663,5,573631948,4286306,453768254,124150000,1,100000,536,539,8065676,22,21,5980173,535,540,139541,3,7,383383,534,541,210000,2,3,430000,533,542,630000,3,1,13297,532,544,1290000,9
