time,l18,l30,isin,id,cs,cs_id,z,bvol,mv,eps,pe,tmin,tmax,pmin,pmax,py,pf,pl,plc,plp,pc,pcc,pcp,tno,tvol,tval,Buy_CountI,Buy_CountN,Sell_CountI,Sell_CountN,Buy_I_Volume,Buy_N_Volume,Sell_I_Volume,Sell_N_Volume,zd1,qd1,pd1,po1,qo1,zo1,zd2,qd2,pd2,po2,qo2,zo2,zd3,qd3,pd3,po3,qo3,zo3,zd4,qd4,pd4,po4,qo4,zo4,zd5,qd5,pd5,po5,qo5,zo5
12:59:58,خودرو3,ایران‌ خودرو,IRO1IKCO0003,49572254150311426,خودرو و ساخت قطعات,34,2563746068000,1,1284436780068000,-84.0,-6.0,501,501,501,501,507,501,501,-6,-1.18,501,-6,-1.18,1541,294064102,147326115102,117,1,19,2,273264102,20800000,10219924,283844178,322,116897259,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13:31:25,نهال,صندوق س.کالای نوویرا,IRTKNAHL0001,12913156843322499,صندوق سرمایه‌گذاری قابل معامله,68,700000000,1,44365300000000,,,57957,70835,63009,63810,64396,63810,63258,-1138,-1.77,63379,-1017,-1.58,1529,4753207,301253271836,542,4,388,2,3793462,810152,4324414,279200,3,3889,63258,63329,38374,3,2,94,63257,63330,3568,1,1,10000,63251,63340,3585,1,4,100250,63250,63359,3585,1,1,16,63249,63374,24340,5
12:28:07,فاراک,ماشین‌ سازی‌ اراک,IRO1MARK0001,20865316761157979,ساخت محصولات فلزی,28,26820046000,1,36689822928000,457.0,3.0,1291,1369,1333,1369,1330,1369,1369,39,2.93,1368,38,2.86,1519,157907572,216060904890,260,4,369,5,151827571,6080001,120098080,37809492,83,12708235,1369,0,0,0,1,10000,1367,0,0,0,2,40000,1365,0,0,0,1,50000,1361,0,0,0,2,156250,1360,0,0,0
12:29:21,آلومینا,آلومینای ایران,IRO1ALMN0001,18661507395759423,فلزات اساسی,27,1999769035,1,284887096726100,16387.0,8.7,134800,143120,135000,143120,138960,135000,143120,4160,2.99,142460,3500,2.52,1501,2566086,365573900300,315,3,856,1,2377508,188578,2566085,1,142,1651129,143120,146410,1200,1,2,79,143110,146760,340,1,2,208,143100,146870,1200,1,3,7157,143000,147010,1000,1,1,59,142540,147050,100,1
12:29:55,شنفت,نفت‌ پارس,IRO1NPRS0001,14073782708315535,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,26000000000,1,381420000000000,2682.0,5.5,14190,15050,14280,15010,14620,14300,14770,150,1.03,14670,50,0.34,1493,23022699,337731684670,445,4,217,8,18163639,4859060,9852446,13170253,1,5332,14770,14800,115926,3,1,350,14760,14830,350,1,2,56900,14740,14840,70058,2,1,23500,14730,14850,10000,2,2,14232,14700,14880,3712,1
13:31:22,ارکیده,صندوق سرمایه گذاری ارکیده-ثابت,IRT1ORKF0001,12629673694762396,صندوق سرمایه‌گذاری قابل معامله,68,7260000000,1,128785140000000,,,17185,18247,17739,17740,17716,17739,17740,24,0.14,17739,23,0.13,1481,96409253,1710242786964,391,5,663,11,46873556,49534615,64689659,31718512,4,699691421,17739,17740,46444406,3,6,1146321,17738,17741,103000,2,2,1006000,17737,17742,100000,1,1,1000000,17736,17743,100000,1,3,1010564,17735,17744,137500,3
12:29:57,حتاید,تایدواترخاورمیانه,IRO1TAYD0001,3722699128879020,حمل و نقل، انبارداری و ارتباطات,60,22000000000,1,135520000000000,1242.0,5.0,6150,6510,6150,6260,6330,6150,6190,-140,-2.21,6160,-170,-2.69,1463,73374401,451746426660,306,11,184,12,46111558,27262843,30018384,43356017,1,10000,6150,6190,108906,2,1,1000,5930,6210,5682,1,0,0,0,6240,177000,4,0,0,0,6250,71000,3,0,0,0,6260,106000,4
12:27:56,نمک,صندوق س.بخشی گستره فیروزه3	-ب,IRT3NMKF0001,59345957997866018,صندوق سرمایه‌گذاری قابل معامله,68,1000000000,1,21449000000000,,,20425,21687,20700,21687,21056,21687,21687,631,3.0,21449,393,1.87,1463,38692543,829899689099,490,10,190,8,35360916,3331627,32481341,6211202,53,3295692,21687,0,0,0,1,1380,21686,0,0,0,1,38000,21617,0,0,0,2,24833,21556,0,0,0,2,10500,21550,0,0,0
12:29:58,تاصیکوح,ح . سرمایه گذاری صدرتامین,IRR1SADR0101,35150770536114195,استخراج کانه‌های فلزی,13,24000000000,1,235680000000000,0.0,0.0,9530,10110,9530,10090,9820,9680,10000,180,1.83,9820,0,0.0,1460,28003906,274983789850,237,5,482,9,20839603,7164303,15502156,12501750,1,1958,9990,10020,203354,3,2,10000,9980,10030,863488,5,1,2500,9970,10040,21777,2,2,5998,9950,10060,8750,1,1,2000,9910,10070,27824,4
12:30:00,وسینا,بانک سینا,IRO1VSIN0001,45050389997905274,بانک‌ها و موسسات اعتباری,57,78134333000,1,177833741908000,657.0,3.5,2228,2364,2228,2325,2296,2292,2312,16,0.7,2276,-20,-0.87,1460,179928787,409432648158,271,11,190,12,81957719,97971068,31353557,148575230,1,400000,2300,2303,264722,1,1,400000,2299,2312,490338,2,1,253740,2285,2313,407342,2,1,374080,2282,2320,47730,1,2,797800,2280,2321,146045,1
12:30:00,وبانک,سرمایه گذاری گروه توسعه ملی,IRO1BANK0001,48010225447410247,شرکت‌های چند رشته‌ای صنعتی,39,50250000000,1,435165000000000,1906.0,4.5,8470,8990,8470,8930,8730,8480,8790,60,0.69,8660,-70,-0.8,1460,36690806,317738601600,430,11,359,7,27680094,9010712,17343151,19347655,2,82579,8790,8840,10000,1,4,10951,8780,8850,200000,1,1,10000,8770,8870,21000,2,2,7000,8760,8880,145500,3,4,38400,8750,8890,201000,2
12:29:56,حسینا,توسعه خدمات دریایی وبندری سینا,IRO3SMBZ0001,1625149423498289,حمل و نقل، انبارداری و ارتباطات,60,8995118000,1,117925996980000,2603.0,5.0,12590,13350,12590,13350,12970,12610,13350,380,2.93,13110,140,1.08,1457,23297515,305497355690,510,4,306,6,21400464,1897051,12354029,10943486,1,20097,13350,13630,400,1,1,2000,13320,13650,1000,1,1,2351,13300,13760,11500,3,3,3408,13290,13990,8000,1,1,500,13280,14030,66266,4
12:29:25,ثشاهد,سرمایه‌ گذاری‌ شاهد,IRO1SAHD0001,63481599728522324,انبوه‌سازی، املاک و مستغلات,70,6290412000,1,50952337200000,477.0,17.0,7730,8190,7730,8190,7960,7880,8190,230,2.89,8100,140,1.76,1457,33729519,273040760920,462,0,439,2,33729519,0,30769714,2959805,4,185694,8190,8610,1000,1,1,20000,8170,8640,197243,1,1,30000,8160,8900,25238,2,3,49748,8150,8960,100000,1,1,1541,8130,9210,5000,1
12:30:00,خدیزل,بهمن  دیزل,IRO3DZLZ0001,38084304113529336,خودرو و ساخت قطعات,34,72000000000,1,123984000000000,357.0,4.8,1710,1814,1710,1778,1762,1710,1748,-14,-0.79,1722,-40,-2.27,1448,147981233,254839531612,226,3,235,3,82729796,65251437,116148299,31832934,1,3161,1582,1744,800000,1,1,5000,1449,1749,10000,1,0,0,0,1750,10000,1,0,0,0,1753,5000,1,0,0,0,1757,400000,2
12:29:52,کیسون,شرکت کیسون,IRO3KSNP0001,38628771709301941,خدمات فنی و مهندسی,74,28000000000,1,36540000000000,165.0,7.9,1271,1349,1272,1338,1310,1272,1297,-13,-0.99,1305,-5,-0.38,1420,136287894,177802253483,408,1,354,1,136214229,73665,136232894,55000,1,25000,1291,1301,35000,1,1,100000,1289,1305,925000,2,1,100000,1287,1306,47000,1,1,54235,1286,1307,89626,1,2,206422,1285,1308,86963,1
12:29:56,ثمسکن,سرمایه‌گذاری‌ مسکن,IRO1MSKN0001,3863538898378476,انبوه‌سازی، املاک و مستغلات,70,15800000000,1,37588200000000,258.0,9.2,2362,2508,2362,2429,2435,2362,2414,-21,-0.86,2379,-56,-2.3,1410,85914970,204433173899,349,3,422,1,78288923,7626047,85462657,452313,1,2200,2408,2415,5000,1,1,36698,2407,2416,400000,1,1,100000,2394,2424,5100,1,1,10000,2393,2427,550000,2,1,10000,2392,2431,24362,2
13:31:22,امین شهر,ص.س. املاک و مستغلات امین شهر,IRT3RT030001,70814244102598215,صندوق سرمایه‌گذاری قابل معامله,68,4128215869,1,78807640939210,,,18236,19362,18811,19244,18799,18811,19237,438,2.33,19090,291,1.55,1404,13906735,265476558268,220,1,422,1,12856851,1029452,13686303,200000,2,20000,19215,19237,45900,1,2,8520,19200,19238,100945,2,1,100000,19185,19239,16900,4,1,50000,19182,19241,100000,1,1,100000,19171,19242,60000,1
12:29:59,فرود,فولاد شاهرود,IRO3SSTZ0001,51017863148152520,فلزات اساسی,27,5400000000,1,30186000000000,820.0,6.8,5270,5590,5400,5590,5429,5590,5590,161,2.97,5590,161,2.97,1399,69084406,386012079730,337,6,193,3,54300470,14783936,63284406,5800000,1,85661,5590,0,0,0,6,221377,5580,0,0,0,7,35000,5570,0,0,0,3,218261,5560,0,0,0,2,213682,5550,0,0,0
12:59:51,شپدیس3,پتروشیمی پردیس,IRO1PRDZ0003,67535331549405846,محصولات شیمیایی,44,233572772000,1,3020095941960000,2047.0,6.3,12930,12930,12930,12930,13230,12930,12930,-300,-2.27,12930,-300,-2.27,1388,50390874,651554000820,312,7,18,2,42486374,7904500,365001,50025873,18,877744,12930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13:31:27,گلدا,صندوق س.پشتوانه طلای پاداش,IRTKGOLD0001,48968268685622891,صندوق سرمایه‌گذاری قابل معامله,68,4000000000,1,66000000000000,,,15230,18614,16401,16797,16922,16570,16401,-521,-3.08,16500,-422,-2.49,1360,17807526,293820044023,203,21,128,19,4217528,13558262,5686561,12089229,18,368309,16400,16401,10840,1,15,1341624,16399,16410,115930,2,10,952544,16398,16417,62693,2,14,1198450,16397,16419,267748,4,13,1022380,16396,16450,152688,3
13:31:13,تداوم,صندوق تداوم اطمینان تمدن-ثابت,IRT1SSPF0001,39453972158399542,صندوق سرمایه‌گذاری قابل معامله,68,12000000000,1,287724000000000,,,23226,24662,23977,23978,23944,23977,23978,34,0.14,23977,33,0.14,1342,194521230,4664099539628,519,11,447,9,45538849,148981548,63961935,130558462,11,505664196,23977,23978,143319245,1,1,1000000,23976,23979,1000000,1,1,1000000,23975,23980,1000000,1,1,1000000,23974,23981,1000000,1,1,1000000,23973,23982,1001000,2
12:28:40,خپارس,پارس خودرو,IRO7PKOD0001,25211433301660888,خودرو و ساخت قطعات,34,113568281447,1,105164228619922,-1726.0,-0.5,888,942,888,942,915,893,942,27,2.95,926,11,1.2,1338,223037769,206615430362,250,0,413,2,223037769,0,222177769,860000,3,1037279,942,958,800000,1,2,802074,940,960,90000,4,1,68000,939,0,0,0,2,815661,938,0,0,0,2,554000,937,0,0,0
12:29:07,شبهرن,نفت‌ بهران,IRO1NBEH0001,22667016906590506,فراورده‌های نفتی، کک و سوخت هسته‌ای,23,18000000000,1,458820000000000,3181.0,8.0,24030,25510,25000,25510,24770,25500,25510,740,2.99,25490,720,2.91,1332,13445678,342776803850,643,0,277,9,13445678,0,7790898,5654780,400,7538094,25510,25900,6236,3,12,107435,25500,40000,5084,1,2,1718,25490,40040,15000,1,5,140329,25480,0,0,0,1,3911,25470,0,0,0
12:29:51,کحافظ,کاشی‌ وسرامیک‌ حافظ,IRO1KHFZ0001,32257753560585502,کاشی و سرامیک,49,22005719934,1,36265426451232,323.0,5.1,1579,1675,1580,1675,1627,1600,1675,48,2.95,1648,21,1.29,1319,82193052,135490230826,310,3,259,6,76646842,5546210,52312816,29880236,10,2210427,1675,0,0,0,1,3005,1666,0,0,0,1,5747,1662,0,0,0,1,100000,1661,0,0,0,1,39670,1660,0,0,0
12:28:49,دکپسول,تولید ژلاتین کپسول ایران,IRO3IGCZ0001,52382684379473036,مواد و محصولات دارویی,43,300000000,1,51870000000000,17967.0,9.6,163950,174050,164150,174050,169000,174050,174050,5050,2.99,172900,3900,2.31,1287,3226505,557912969300,343,6,345,6,1866515,1359990,2780771,445734,81,476113,174050,0,0,0,4,28278,173950,0,0,0,1,280,173850,0,0,0,3,13130,173800,0,0,0,2,2557,173500,0,0,0
12:24:47,وپست,پست بانک ایران,IRO1BPST0001,22087269603540841,بانک‌ها و موسسات اعتباری,57,49545000000,1,375551100000000,1903.0,4.0,7140,7580,7410,7580,7360,7580,7580,220,2.99,7580,220,2.99,1274,44059285,333903815290,595,5,173,10,26392836,17666449,8997982,35061303,366,30145878,7580,0,0,0,15,170084,7570,0,0,0,12,77891,7560,0,0,0,2,200793,7530,0,0,0,2,6738,7510,0,0,0
12:29:55,سیمرغ,سیمرغ,IRO1SMRG0001,28450080638096732,زراعت و خدمات وابسته,1,29194691000,1,83642789715000,312.0,9.2,2711,2877,2730,2877,2794,2877,2877,83,2.97,2865,71,2.54,1268,110890379,317674125827,313,7,302,8,65118051,45772328,77628865,33261514,55,8551117,2877,0,0,0,1,10000,2864,0,0,0,1,200000,2846,0,0,0,2,250000,2845,0,0,0,2,250000,2839,0,0,0
12:29:48,ثامید,توسعه و عمران امید,IRO1TOOM0001,18568733593280948,انبوه‌سازی، املاک و مستغلات,70,52975000000,1,75065575000000,446.0,3.2,1402,1488,1402,1477,1445,1414,1455,10,0.69,1417,-28,-1.94,1266,57852962,81992944728,271,6,588,0,42204275,15648687,57852962,0,1,100000,1451,1454,247121,6,1,10000,1450,1455,203045,1,1,50000,1448,1459,270707,2,4,385327,1446,1460,400000,1,1,97338,1445,1461,403883,4
12:21:14,شکام,صنایع شیمیایی کیمیاگران امروز,IRO3KICZ0001,69446612239102459,محصولات شیمیایی,44,17400000000,1,78630600000000,898.0,5.0,4277,4541,4380,4541,4409,4540,4541,132,2.99,4519,110,2.49,1265,74857429,338311332241,362,3,343,3,69095929,5761500,60833492,14023937,118,37131762,4541,0,0,0,1,40000,4530,0,0,0,1,3200,4516,0,0,0,1,100,4500,0,0,0,1,10000,4488,0,0,0
12:29:44,نفتوداریوش,صندوق س.بخشی داریوش4-ب,IRT3NDRF0001,15437111449299444,صندوق سرمایه‌گذاری قابل معامله,68,1000000000,1,11964000000000,,,11321,12021,11401,12021,11671,11990,12021,350,3.0,11964,293,2.51,1249,50967403,609748616129,530,2,120,5,48737943,2229460,14288964,36678439,1,8000,12021,12021,917743,1,16,469501,12020,0,0,0,1,5000,12006,0,0,0,1,10000,12004,0,0,0,3,30000,12003,0,0,0
12:30:00,حفارس,حمل و نقل بین المللی خلیج فارس,IRO1HFRS0001,35424116338766901,حمل و نقل، انبارداری و ارتباطات,60,19749339000,1,88378292025000,180.0,24.9,4468,4744,4468,4590,4606,4468,4472,-134,-2.91,4475,-131,-2.84,1233,104451786,467460918467,304,2,312,2,73450616,31001170,73881786,30570000,1,167297,4471,4507,225000,1,1,116458,4470,4520,80962,1,1,1122,4469,4525,5895,2,10,1137169,4468,4529,10000,1,1,50000,4155,4530,12484,2
13:00:00,ومعادن3,توسعه‌معادن‌وفلزات,IRO1MADN0003,49991127695175921,استخراج کانه‌های فلزی,13,570000000000,1,1182750000000000,330.0,6.3,2075,2075,2075,2075,2068,2075,2075,7,0.34,2075,7,0.34,1227,231808944,481003558800,93,4,2,1,167367084,64441860,14448,231794496,59,21067182,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12:26:23,شتاب,صندوق س سهامی شتاب آگاه-اهرمی,IRT1SHTF0001,64216772923447100,صندوق سرمایه‌گذاری قابل معامله,68,2500000000,1,59847500000000,,,22121,23963,23501,23963,23042,23963,23963,921,4.0,23939,897,3.89,1220,22237784,532352345915,445,2,407,2,22213734,24050,21809406,428378,572,10510027,23963,24560,816,1,1,291,23962,24990,44,1,4,42898,23960,25190,3935,2,3,96563,23950,25500,648,1,2,10080,23939,25980,5200,2
12:29:02,وپارس,بانک‌پارسیان,IRO1BPAR0001,33293588228706998,بانک‌ها و موسسات اعتباری,57,311735000000,1,499399470000000,98.0,16.3,1515,1607,1575,1607,1561,1592,1607,46,2.95,1602,41,2.63,1217,159660176,255748653655,143,2,360,5,135322205,24337971,71795839,87864337,228,67575578,1607,0,0,0,2,180000,1605,0,0,0,3,25759,1600,0,0,0,2,41500,1599,0,0,0,1,400000,1592,0,0,0
13:30:24,مالک آتیه,ص.س.املاک و مستغلات مالک آتیه,IRT3RT040001,37118058361762279,صندوق سرمایه‌گذاری قابل معامله,68,500000000,1,6076000000000,,,11617,12335,11800,12335,11976,11975,12309,333,2.78,12152,176,1.47,1208,17907839,217617533715,261,1,209,1,17779839,128000,14153438,3754401,1,100,12300,12309,71834,1,1,1000,12291,12315,13442,2,1,30000,12290,12316,41177,2,2,100150,12289,12318,10000,1,2,14067,12288,12319,247,1
13:31:18,اعتماد,صندوق س.اعتماد آفرین پارسیان-د,IRT3FATF0001,66818022341772870,صندوق سرمایه‌گذاری قابل معامله,68,4000000000,1,508856000000000,,,123240,130862,127214,127215,127051,127214,127215,164,0.13,127214,163,0.13,1196,66576193,8469431575058,374,11,533,10,7284394,59291769,4812829,61763334,9,67980354,127214,127215,11098439,13,1,1000000,127213,127216,2000000,1,1,1000000,127212,127217,2000000,1,1,1000000,127211,127218,2000000,1,3,1000520,127210,127219,2000500,2
13:31:16,لیان,صندوق س.کالای دیبای معیار,IRTKLIAN0001,6362118829011821,صندوق سرمایه‌گذاری قابل معامله,68,2000000000,1,66154000000000,,,30470,37240,32918,33250,33855,33248,32918,-937,-2.77,33077,-778,-2.3,1183,30401994,1005618575041,260,15,113,21,6919066,23182897,6803292,23298671,1,2500000,32918,32919,99969,1,2,2301500,32917,32920,2500000,1,1,2300000,32916,32921,2300000,1,2,2500050,32915,32922,2300000,1,2,240,32911,32923,2500000,1
12:29:28,بورس,بورس اوراق بهادار تهران,IRO1BORS0001,60523145697836739,فعالیت‌های کمکی به نهادهای مالی واسط,67,24000000000,1,95496000000000,281.0,14.2,3756,3988,3877,3988,3872,3988,3988,116,3.0,3979,107,2.76,1173,91431496,363805795532,268,3,391,4,45851496,45580000,41136390,50295106,77,14668010,3988,0,0,0,1,3000,3980,0,0,0,1,5000,3974,0,0,0,2,399000,3968,0,0,0,1,2289,3936,0,0,0
12:28:36,کاوه,فولاد کاوه جنوب کیش,IRO1KVEH0001,60350996279289099,فلزات اساسی,27,61000000000,1,315370000000000,742.0,7.0,4960,5260,4960,5260,5110,5150,5260,150,2.94,5170,60,1.17,1162,56741075,293393521740,225,9,279,11,18513792,38227283,34740043,22001032,19,2787234,5260,0,0,0,1,100000,5200,0,0,0,2,4891,5120,0,0,0,2,34315,5110,0,0,0,6,421953,5100,0,0,0
12:29:56,جوانه کوچک,صندوق س.جوانه کوچک گندم-سهام,IRT1JVAN0001,67455383896188985,صندوق سرمایه‌گذاری قابل معامله,68,1200000000,1,21103200000000,,,16906,17950,17127,17910,17428,17640,17861,433,2.48,17586,158,0.91,1158,27278795,479719197201,274,3,209,3,25963824,1314971,26585938,692857,1,700,17730,17910,295445,3,1,901,17716,17917,200000,1,1,11554,17696,17938,2500,1,2,72701,17690,17939,150348,2,1,1028,17681,17940,60000,2
12:29:58,وشهر,بانک شهر,IRO7BSHP0001,41379697187196382,بانک‌ها و موسسات اعتباری,57,550616078318,97751937,1504283125964776,813.0,3.4,2707,2873,2707,2870,2790,2870,2735,-55,-1.97,2732,-58,-2.08,1157,137343914,375233355711,223,3,131,3,79230031,58113883,73279638,64064276,1,342745,2735,2747,5000,1,4,1256124,2730,2750,800000,2,2,568614,2725,2770,10000,1,6,1946800,2720,2780,90000,2,6,2194845,2715,2789,204120,2
12:29:52,کرومیت,توسعه معادن کرومیت کاوندگان,IRO3KVNZ0001,49632601495766480,استخراج کانه‌های فلزی,13,2950000000,1,10572800000000,207.0,17.3,3563,3783,3563,3673,3673,3563,3563,-110,-2.99,3584,-89,-2.42,1140,23502987,84226930260,374,0,288,1,23502987,0,19791322,3711665,1,146872,3392,3616,5000,1,1,1484,3389,3617,35000,1,1,4000,3051,3618,5000,1,0,0,0,3624,3000,1,0,0,0,3625,26499,1
12:29:58,ونیرو,سرمایه‌گذاری‌نیرو,IRO1SNRO0001,62603302940123327,عرضه برق، گاز، بخار و آب گرم,40,15750000000,1,40635000000000,488.0,5.3,2572,2730,2572,2644,2651,2572,2593,-58,-2.19,2580,-71,-2.68,1123,60478153,156041924743,348,1,264,4,56052088,4426065,57889574,2588579,3,888870,2590,2595,195172,1,1,4000,2587,2598,37494,3,1,36500,2586,2599,60000,2,1,3932,2585,2600,233379,3,2,18663,2584,2615,30800,3
12:28:54,غزر,صنعتی زر ماکارون,IRO1ZARM0001,4369934250728330,محصولات غذایی و آشامیدنی به جز قند و شکر,42,43000000000,1,133816000000000,579.0,5.4,2934,3114,3001,3114,3024,3089,3114,90,2.98,3112,88,2.91,1117,52065850,162006638223,162,2,643,3,38865850,13200000,40665850,11400000,148,6975185,3114,3886,5000,1,3,22130,3113,4186,5000,1,2,21650,3111,4286,5000,1,1,63479,3110,0,0,0,5,159746,3106,0,0,0
12:29:55,کسرا,سرامیک‌های‌صنعتی‌اردکان,IRO1ARDK0001,4614779520007780,سایر محصولات کانی غیرفلزی,54,6570000000,1,19486620000000,343.0,8.6,2892,3070,2892,3070,2981,3010,3029,48,1.61,2966,-15,-0.5,1103,67036291,198852016856,237,1,345,1,66730144,306147,66894335,141956,1,56710,3029,3039,100000,1,1,1456,3027,3059,212385,2,1,2000,3025,3065,50000,1,2,420000,3022,3068,92121,3,1,150000,3021,3069,412700,2
12:29:56,اسیاتک,انتقال داده های آسیاتک,IRO1ASTC0001,14079693677610396,اطلاعات و ارتباطات,73,11500000000,1,25242500000000,754.0,2.9,2134,2266,2147,2263,2200,2196,2256,56,2.55,2195,-5,-0.23,1102,56125194,123168490682,274,3,227,5,48525634,7599560,36075193,20050001,4,1259972,2229,2263,325064,1,1,400000,2221,2264,2300,1,1,276486,2212,2265,16300,1,2,800000,2210,2266,4737655,35,3,854001,2209,2320,120000,2
12:29:46,کرازی,کارخانجات‌تولیدی‌شیشه‌رازی,IRO1TSRZ0001,57086055330734195,سایر محصولات کانی غیرفلزی,54,49100000000,1,57741600000000,155.0,7.6,1138,1208,1141,1195,1173,1170,1180,7,0.6,1176,3,0.26,1083,74223835,87324087718,306,0,205,3,74223835,0,62952234,11271601,2,110841,1176,1180,80837,2,1,169583,1175,1183,5000,1,1,250000,1173,1185,30185,1,2,26516,1171,1186,5000,1,2,404300,1170,1187,10045,1
12:29:52,ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,IRO1VMDR0001,30447901674051381,سرمایه‌گذاری‌ها,56,26000000000,1,55458000000000,667.0,3.2,2132,2262,2132,2188,2197,2132,2140,-57,-2.59,2133,-64,-2.91,1081,79001038,168489574364,301,5,231,4,70697271,8303767,37714047,41286991,1,12354,2134,2140,10589,2,2,49247,2133,2143,15521,4,6,228150,2132,2147,1060,1,1,10,1380,2156,6016,2,0,0,0,2157,15507,2
12:29:16,ونوین,بانک‌اقتصادنوین,IRO1NOVN0001,47302318535715632,بانک‌ها و موسسات اعتباری,57,243145119000,1,700014797601000,773.0,3.7,2713,2879,2879,2879,2796,2879,2879,83,2.97,2879,83,2.97,1078,199580609,574592573311,328,30,121,5,175480609,24100000,10093407,189487202,4179,1419444591,2879,0,0,0,5,148855,2878,0,0,0,2,25724,2876,0,0,0,4,74430,2870,0,0,0,4,426974,2850,0,0,0
12:29:44,همراه,شرکت ارتباطات سیار ایران,IRO1HMRZ0001,68635710163497089,مخابرات,64,89200000000,1,470084000000000,1017.0,5.2,4970,5270,5190,5270,5121,5270,5270,149,2.91,5270,149,2.91,1068,53433452,281439490520,223,2,270,9,50663244,2770208,22735452,30698000,13,739161,5270,0,0,0,3,17500,5260,0,0,0,2,2500,5250,0,0,0,2,1955,5240,0,0,0,3,2975,5210,0,0,0
12:28:13,هم وزن,صندوق س. شاخصی کیان-س,IRT3KNIF0001,47041908051542008,صندوق سرمایه‌گذاری قابل معامله,68,2000000000,1,51680000000000,,,24637,26159,25000,26159,25398,25479,26159,761,3.0,25840,442,1.74,1065,22657068,585460519315,305,6,216,7,13360856,9296212,16113370,6543698,6,180996,26159,26908,8000,4,2,2000,26141,0,0,0,1,2000,26135,0,0,0,2,2000,26120,0,0,0,1,1000,26111,0,0,0
12:28:52,چاشنی,صندوق س صنایع ویستا2-بخشی,IRT1CHSH0001,11731629977819447,صندوق سرمایه‌گذاری قابل معامله,68,1000000000,1,13512000000000,,,12843,13637,13260,13637,13240,13600,13637,397,3.0,13512,272,2.05,1063,52480965,709139884403,242,9,249,7,35930965,16550000,39183441,13297524,44,5869440,13637,0,0,0,3,2615,13600,0,0,0,1,49000,13580,0,0,0,1,115,13578,0,0,0,2,1480,13575,0,0,0
13:31:17,زرفام,صندوق س.کالای آشنا,IRTKZFAM0001,33144542989832366,صندوق سرمایه‌گذاری قابل معامله,68,1000000000,1,132522000000000,,,122794,150080,131325,133990,136437,133990,132530,-3907,-2.86,132522,-3915,-2.87,1054,1704697,225910594551,476,18,204,3,1192512,507807,1368150,332169,1,40,132557,132558,1508,1,1,100,132531,132559,27845,1,3,7527,132530,132560,3473,1,1,1000,132522,132600,1502,2,1,15074,132521,132620,288,1
12:29:36,غگل,گلوکوزان,IRO1GCOZ0001,22299894048845903,محصولات غذایی و آشامیدنی به جز قند و شکر,42,15000000000,1,97650000000000,519.0,12.5,6150,6530,6210,6530,6340,6520,6530,190,3.0,6510,170,2.68,1045,23001636,149771562070,403,2,296,2,20395827,2605809,18801636,4200000,40,2749123,6530,0,0,0,2,12232,6520,0,0,0,7,43192,6500,0,0,0,5,153240,6480,0,0,0,3,48522,6460,0,0,0
12:29:28,شاروم,پتروشیمی ارومیه,IRO3URPZ0001,3407806799514469,محصولات شیمیایی,44,2000000000,1,21960000000000,1017.0,10.8,10950,11610,10950,11210,11280,11200,11090,-190,-1.68,10980,-300,-2.66,1042,9881018,108468644170,323,1,442,2,8879718,1001300,9362561,518457,1,500,11010,11090,135,3,2,91000,11000,11100,126604,11,1,1749,10970,11110,35969,6,3,24560,10960,11130,855,5,23,412354,10950,11140,100045,2
13:29:32,کاشانه,ص.س املاک وم.کاشانه خلیج فارس,IRT3RT050001,34322849244939912,صندوق سرمایه‌گذاری قابل معامله,68,350000000,1,4706100000000,,,12772,13562,12950,13562,13167,13168,13562,395,3.0,13446,279,2.12,1032,15977568,214826843595,256,2,252,2,15539510,438058,12165626,3811942,45,1949280,13562,13948,11500,2,5,2107024,13552,14250,30000,1,2,11000,13500,14270,5000,1,1,96,13466,14412,20000,1,1,500,13465,14512,20000,1
12:29:57,کوثر,بیمه کوثر,IRO3BKSZ0001,22275596386264204,بیمه و صندوق بازنشستگی به جز تامین اجتماعی,66,40000000000,1,61640000000000,433.0,3.6,1531,1625,1531,1594,1578,1531,1565,-13,-0.82,1541,-37,-2.34,1027,99870601,153920628149,313,4,212,1,74341957,25528644,95870601,4000000,1,6000,1544,1566,95510,1,1,3802,1541,1569,100000,2,1,142640,1540,1580,38129,2,1,4000,1534,1586,10000,1,2,394977,1533,1587,300000,2
12:30:00,پیشران,صندوق س پیشران پارسیان-اهرمی,IRT1PISH0001,28280189352163772,صندوق سرمایه‌گذاری قابل معامله,68,1000000000,1,22099000000000,,,20673,22395,20908,22395,21534,21682,22395,861,4.0,22099,565,2.62,1025,12803604,282944863309,300,0,244,2,12803604,0,10994604,1809000,11,644696,22395,0,0,0,1,10083,22390,0,0,0,1,4456,22311,0,0,0,1,100000,22307,0,0,0,2,144900,22306,0,0,0
